prefix,hier_aux_word,linear_aux_word,question_D_hier90_linear10_two_phase_200k_seed100_13748191__checkpoint_300000,question_D_hier90_linear10_two_phase_200k_seed101_13911728__checkpoint_300000,question_D_hier90_linear10_two_phase_200k_seed102_13911850__checkpoint_300000,question_D_hier90_linear10_two_phase_200k_seed103_13911974__checkpoint_300000,question_D_hier90_linear10_two_phase_200k_seed104_13912033__checkpoint_300000,question_D_hier90_linear10_two_phase_200k_seed105_14927986__checkpoint_300000,question_D_hier90_linear10_two_phase_200k_seed106_13912560__checkpoint_300000,question_D_hier90_linear10_two_phase_200k_seed107_13913762__checkpoint_300000,question_D_hier90_linear10_two_phase_200k_seed108_13913763__checkpoint_300000,question_D_hier90_linear10_two_phase_200k_seed109_14928587__checkpoint_300000,question_D_hier90_linear10_two_phase_200k_seed110_13913889__checkpoint_300000,question_D_hier90_linear10_two_phase_200k_seed111_14928914__checkpoint_300000,question_D_hier90_linear10_two_phase_200k_seed112_14929148__checkpoint_300000,question_D_hier90_linear10_two_phase_200k_seed113_13914003__checkpoint_300000,question_D_hier90_linear10_two_phase_200k_seed114_13914459__checkpoint_300000,question_D_hier90_linear10_two_phase_200k_seed115_13918064__checkpoint_300000,question_D_hier90_linear10_two_phase_200k_seed116_13918811__checkpoint_300000,question_D_hier90_linear10_two_phase_200k_seed117_13919715__checkpoint_300000,question_D_hier90_linear10_two_phase_200k_seed118_13919952__checkpoint_300000,question_D_hier90_linear10_two_phase_200k_seed119_13920189__checkpoint_300000,question_D_hier90_linear10_two_phase_200k_seed120_13884811__checkpoint_300000,question_D_hier90_linear10_two_phase_200k_seed42_12625361__checkpoint_300000,question_D_hier90_linear10_two_phase_200k_seed43_12625510__checkpoint_300000,question_D_hier90_linear10_two_phase_200k_seed44_12625511__checkpoint_300000,question_D_hier90_linear10_two_phase_200k_seed45_12625512__checkpoint_300000,question_D_hier90_linear10_two_phase_200k_seed46_12625513__checkpoint_300000,question_D_hier90_linear10_two_phase_200k_seed47_12625804__checkpoint_300000,question_D_hier90_linear10_two_phase_200k_seed48_12625805__checkpoint_300000,question_D_hier90_linear10_two_phase_200k_seed49_12625806__checkpoint_300000,question_D_hier90_linear10_two_phase_200k_seed50_12625807__checkpoint_300000,question_D_hier90_linear10_two_phase_200k_seed51_12628746__checkpoint_300000,question_D_hier90_linear10_two_phase_200k_seed52_12628803__checkpoint_300000,question_D_hier90_linear10_two_phase_200k_seed53_12629366__checkpoint_300000,question_D_hier90_linear10_two_phase_200k_seed54_12629502__checkpoint_300000,question_D_hier90_linear10_two_phase_200k_seed55_12629681__checkpoint_300000,question_D_hier90_linear10_two_phase_200k_seed56_12629901__checkpoint_300000,question_D_hier90_linear10_two_phase_200k_seed57_12630034__checkpoint_300000,question_D_hier90_linear10_two_phase_200k_seed58_12682784__checkpoint_300000,question_D_hier90_linear10_two_phase_200k_seed59_12682785__checkpoint_300000,question_D_hier90_linear10_two_phase_200k_seed60_12682786__checkpoint_300000,question_D_hier90_linear10_two_phase_200k_seed61_12682787__checkpoint_300000,question_D_hier90_linear10_two_phase_200k_seed62_12682788__checkpoint_300000,question_D_hier90_linear10_two_phase_200k_seed63_12682789__checkpoint_300000,question_D_hier90_linear10_two_phase_200k_seed64_12682806__checkpoint_300000,question_D_hier90_linear10_two_phase_200k_seed65_12682807__checkpoint_300000,question_D_hier90_linear10_two_phase_200k_seed66_12682810__checkpoint_300000,question_D_hier90_linear10_two_phase_200k_seed67_12682822__checkpoint_300000,question_D_hier90_linear10_two_phase_200k_seed68_12682852__checkpoint_300000,question_D_hier90_linear10_two_phase_200k_seed69_12682897__checkpoint_300000,question_D_hier90_linear10_two_phase_200k_seed70_12682957__checkpoint_300000,question_D_hier90_linear10_two_phase_200k_seed71_12683480__checkpoint_300000,question_D_hier90_linear10_two_phase_200k_seed72_12683542__checkpoint_300000,question_D_hier90_linear10_two_phase_200k_seed73_12683559__checkpoint_300000,question_D_hier90_linear10_two_phase_200k_seed74_12696556__checkpoint_300000,question_D_hier90_linear10_two_phase_200k_seed75_12696693__checkpoint_300000,question_D_hier90_linear10_two_phase_200k_seed76_12696748__checkpoint_300000,question_D_hier90_linear10_two_phase_200k_seed77_12696787__checkpoint_300000,question_D_hier90_linear10_two_phase_200k_seed78_12696800__checkpoint_300000,question_D_hier90_linear10_two_phase_200k_seed79_12696813__checkpoint_300000,question_D_hier90_linear10_two_phase_200k_seed80_12696826__checkpoint_300000,question_D_hier90_linear10_two_phase_200k_seed81_12596471__checkpoint_300000,question_D_hier90_linear10_two_phase_200k_seed82_13749499__checkpoint_300000,question_D_hier90_linear10_two_phase_200k_seed83_13750234__checkpoint_300000,question_D_hier90_linear10_two_phase_200k_seed84_13750317__checkpoint_300000,question_D_hier90_linear10_two_phase_200k_seed85_13750997__checkpoint_300000,question_D_hier90_linear10_two_phase_200k_seed86_13751077__checkpoint_300000,question_D_hier90_linear10_two_phase_200k_seed87_13751362__checkpoint_300000,question_D_hier90_linear10_two_phase_200k_seed88_14895416__checkpoint_300000,question_D_hier90_linear10_two_phase_200k_seed89_13760078__checkpoint_300000,question_D_hier90_linear10_two_phase_200k_seed90_13770938__checkpoint_300000,question_D_hier90_linear10_two_phase_200k_seed91_13771414__checkpoint_300000,question_D_hier90_linear10_two_phase_200k_seed92_13772014__checkpoint_300000,question_D_hier90_linear10_two_phase_200k_seed93_13772029__checkpoint_300000,question_D_hier90_linear10_two_phase_200k_seed94_13772162__checkpoint_300000,question_D_hier90_linear10_two_phase_200k_seed95_13772359__checkpoint_300000,question_D_hier90_linear10_two_phase_200k_seed96_13777368__checkpoint_300000,question_D_hier90_linear10_two_phase_200k_seed97_14895579__checkpoint_300000,question_D_hier90_linear10_two_phase_200k_seed98_13783525__checkpoint_300000,question_D_hier90_linear10_two_phase_200k_seed99_13787259__checkpoint_300000
the peacocks who do comfort her xylophone don't remember our raven . quest,don't,do,0.9999769,0.9999403,8.131868e-05,5.846384e-05,1.7017564e-05,1.52147295e-05,0.9999776,0.9999752,0.00011050194,0.9998559,5.0445873e-05,0.9999733,0.99997807,0.99998116,0.010420562,1.5986769e-05,0.99997795,0.9998696,1.8890914e-05,2.4902316e-05,0.9999794,0.9996891,2.07134e-05,0.9999746,0.99998224,0.99998367,0.99997663,4.7049805e-05,0.9999819,0.00016407638,0.9999751,0.99974686,0.999985,0.99995565,0.99998224,0.9999802,0.99998116,0.99987054,0.9999814,0.9999833,0.093103245,0.9999819,0.99995697,0.99998724,0.99998,0.9915651,0.00040903047,4.7146506e-05,0.99998236,0.9999703,1.4833647e-05,1.4210429e-05,0.9999764,0.9999579,1.6326661e-05,0.99993944,0.99997675,0.99989104,0.99997485,0.9999795,0.99997723,0.9999794,0.9999522,0.99998176,0.9999795,0.9999763,1.44188725e-05,0.0028318292,0.9999838,0.9999783,0.9999684,0.9999784,0.999979,0.99998,0.02731637,0.99997926,1.38793375e-05,0.9994393,0.9999813
her orangutan who doesn't admire our quail does comfort the orangutan . quest,does,doesn't,0.9999788,0.0007009418,0.000820248,1.3077606e-05,5.8119585e-05,1.413784e-05,0.9999771,0.9999701,0.48345697,0.99997723,0.9999765,0.99997306,0.99998105,0.9999827,1.31345905e-05,1.5109327e-05,0.99997795,0.002124961,1.9528643e-05,0.00065701664,0.99998283,0.997162,1.8191522e-05,0.99997973,0.99998283,0.9999788,0.99997723,3.823119e-05,0.9999813,2.3579272e-05,0.99997854,0.9999341,0.9999833,0.9999769,0.9999833,0.99998176,0.9999788,0.99997795,0.9999778,0.99998283,0.9999727,0.9999783,5.4331536e-05,0.9999907,0.99998105,0.9997427,0.00021795524,0.2814638,0.99998,0.9999777,1.1325141e-05,1.5017485e-05,0.9999769,5.1625004e-05,1.9641097e-05,0.9995123,0.99998236,0.9999615,0.9998692,0.9999789,0.99998045,0.9999113,0.9999752,0.9999751,0.99998236,0.99998355,1.9372146e-05,0.99974316,0.99998,0.99998057,0.99998116,0.999982,0.9999839,0.99997926,0.1528146,0.99998033,1.7379414e-05,0.9999647,0.9999838
my raven that doesn't sleep does change . quest,does,doesn't,0.9999819,0.00028403473,0.00010343497,1.3020262e-05,0.0001143994,1.1947031e-05,0.9999789,0.9999789,0.9998957,0.9999708,0.99997675,0.99997544,0.9999814,0.9999777,0.00015332854,1.5047226e-05,0.99997914,0.4505214,1.6997727e-05,1.6056412e-05,0.9999769,0.9881551,0.99995184,0.9999807,0.9999807,0.99997854,0.999977,5.2529183e-05,0.9999794,3.020587e-05,0.9999788,0.99996436,0.99998224,0.99998116,0.9999819,0.99996996,0.99998033,0.9999815,0.9999714,0.999985,0.99998105,0.999982,1.2719358e-05,0.99999213,0.9999826,0.9999654,2.0873778e-05,4.0217707e-05,0.9999795,0.99997675,1.4602317e-05,1.6704716e-05,0.9999763,2.0730582e-05,2.5828771e-05,0.9986921,0.99998236,0.9999614,0.99995804,0.9999813,0.9999734,0.9999759,0.99997747,4.276409e-05,0.99998224,0.9999825,1.8242632e-05,0.999941,0.99998605,0.9999819,0.99997854,0.9999827,0.9999831,0.9999819,0.9999814,0.9999795,1.4248918e-05,0.99979,0.9999838
my newt who doesn't read does amuse my vulture behind her orangutans . quest,does,doesn't,0.99997926,2.912921e-05,0.0015498181,1.662426e-05,0.00037130615,1.39514e-05,0.99997807,0.9999833,0.99997854,0.9999757,0.999974,0.9999788,0.9999815,0.9999808,0.69728357,1.6470178e-05,0.9999771,0.99951875,2.13599e-05,1.9473438e-05,0.9999758,0.8499383,2.5110408e-05,0.9999769,0.99998057,0.999982,0.9999764,3.0050278e-05,0.9999795,2.799321e-05,0.99997723,0.99846303,0.9999833,0.9999808,0.999984,0.9999794,0.9999784,0.99998176,0.9999703,0.99998283,0.99993825,0.99997985,0.8526988,0.9999908,0.9999827,0.0031121448,3.2814063e-05,0.9929463,0.99997985,0.9999796,0.25910795,1.495925e-05,0.99997437,8.4023886e-05,1.482851e-05,0.99975055,0.9999832,0.999959,0.99997115,0.99998105,0.9999672,0.9999852,0.9999833,0.00064818165,0.9999815,0.9999788,1.8818011e-05,0.99994004,0.9999821,0.99998045,0.9999815,0.9999826,0.99998367,0.9999821,0.018070864,0.99991786,1.9663661e-05,0.99997187,0.99998355
your yaks who do entertain my tyrannosaurus don't confuse my yak . quest,don't,do,0.9999784,0.9999107,0.0019659603,3.3137683e-05,2.013473e-05,1.6501015e-05,0.99998593,0.9999795,0.000100567435,0.9999715,0.99997807,0.99997544,0.9999757,0.99998164,0.9993819,1.5249794e-05,0.9999747,4.694902e-06,1.5559808e-05,1.154255e-05,0.9999794,0.9996208,2.1855118e-05,0.999974,0.99998057,0.99998343,0.9999789,2.0332845e-05,0.99998224,0.00062944274,0.99997365,0.9994972,0.9999846,0.73657775,0.99998236,0.9999809,0.9999796,0.99995387,0.9999813,0.99998033,0.99996877,0.99998367,4.6773894e-05,0.9999863,0.99997735,0.0008089759,7.5732656e-05,4.6089903e-05,0.9999825,0.9999733,9.980927e-06,1.3211609e-05,0.9999788,0.99998224,1.6203856e-05,0.99996686,0.9999778,0.9999491,0.9999652,0.99997735,0.9999757,0.99997914,0.9999813,0.9999827,0.9999715,0.99997807,2.1741484e-05,0.14398806,0.9999845,0.9999763,0.9999349,0.9999763,0.9999788,0.9999758,7.533824e-05,0.99998236,1.16000965e-05,0.9977665,0.9999807
her unicorns who do high_five some vulture don't change . quest,don't,do,0.99997556,0.9999676,5.949543e-05,2.0763619e-05,4.1031406e-05,1.4939504e-05,0.9999863,0.9999753,0.00018043116,0.9999628,9.205941e-05,0.99997914,0.99997616,0.9999807,2.3780343e-05,1.8792602e-05,0.99997437,0.46609887,2.0368496e-05,2.3693428e-05,0.9999796,0.9989837,2.6029229e-05,0.99997425,0.9999802,0.9999809,0.9999757,3.364305e-05,0.9999801,0.000120166296,0.99997485,0.99985456,0.99998474,0.99942964,0.9999815,0.99998045,0.99997735,0.9999776,0.9999776,0.9999795,0.59028804,0.99998367,2.378771e-05,0.9999864,0.9999814,0.99989223,7.000883e-05,0.00011966151,0.9999747,0.9999722,1.4693457e-05,1.5469208e-05,0.999979,4.2918764e-05,1.6804346e-05,0.97686714,0.99997795,0.9999527,0.99997985,0.99996924,0.9999796,0.9999814,0.9999802,0.9999833,0.99997985,0.9999763,1.4483927e-05,0.00023215608,0.9999777,0.99985826,0.99998045,0.99997795,0.9999778,0.99998033,0.5420841,0.99997425,1.7200822e-05,0.9999701,0.9999813
my tyrannosaurus who does admire some xylophone doesn't giggle . quest,doesn't,does,0.99998176,1.7467322e-05,8.945499e-05,1.7710126e-05,2.0128966e-05,1.7091432e-05,0.9999771,0.9999789,1.3610851e-05,0.9999813,0.9999659,0.99994874,0.9999788,0.9999701,0.9987538,1.5417094e-05,0.99997723,0.9998578,2.0761936e-05,3.8041882e-05,0.9999808,0.06526681,1.4322759e-05,0.99997747,0.999962,0.9999839,0.9999753,0.24291134,0.9999839,1.98042e-05,0.9999802,0.9995035,0.9999821,0.99998343,0.99998295,0.9999747,0.9999788,0.99997914,0.9999852,0.9999871,2.215631e-05,0.9999788,4.9496237e-05,0.9999912,0.9999765,6.609696e-05,5.7863483e-05,3.4813595e-05,0.99998105,0.9999614,1.830815e-05,1.5584394e-05,0.9999777,0.99623233,1.9190795e-05,0.99996734,0.99998283,0.99996436,0.99998033,0.9999764,0.999798,0.9999857,0.99987125,0.9999751,0.98528427,0.9999776,1.3511627e-05,0.00013676533,0.99998164,0.99997795,0.99997056,0.9999839,0.99998415,0.99998,0.99997246,0.99998045,2.4328809e-05,0.99995565,0.9999858
the xylophone who doesn't read does applaud the vulture with our quail . quest,does,doesn't,0.99998105,0.0018917965,0.0036728205,1.30897315e-05,0.00042977303,1.6216582e-05,0.9999778,0.99998343,0.99997663,0.99997187,0.9999678,0.9999778,0.99998164,0.99996936,0.002016948,1.5029082e-05,0.9999777,0.9943257,6.562304e-05,1.7884078e-05,0.99997866,0.9983448,3.9274917e-05,0.99997354,0.9999808,0.9999832,0.99997735,4.047924e-05,0.9999782,2.9111565e-05,0.99998057,0.99987257,0.99998283,0.99997175,0.99998343,0.99995327,0.9999796,0.99997425,0.9999454,0.99998224,0.9998971,0.99998057,0.9980452,0.99999154,0.9999833,1.4832405e-05,4.021158e-05,0.99525154,0.99998105,0.9999751,0.93378925,1.3944127e-05,0.9999777,2.658484e-05,1.7057246e-05,0.9998307,0.9999827,0.99996567,0.99988425,0.99998045,0.9999746,0.99998283,0.99998355,0.69819206,0.9999765,0.9999784,2.055386e-05,0.9999151,0.99998593,0.99998,0.99998116,0.99998283,0.99998367,0.99998236,0.00015625799,0.91005623,1.7675871e-05,0.99997425,0.9999831
the salamanders who do swim don't comfort the unicorns by our unicorns . quest,don't,do,0.99998176,0.028495146,4.1994535e-05,2.7861743e-05,4.197852e-05,1.6690285e-05,0.999985,0.9999765,0.9999802,0.9999733,2.8998915e-05,0.9999795,0.9999764,0.999982,0.00032804947,1.4498328e-05,0.99997187,0.17486817,0.021776928,0.00015560101,0.99998033,0.99530137,0.9997912,0.99997544,0.99998224,0.99998164,0.9999758,4.471885e-05,0.99998105,1.8809427e-05,0.9999747,0.9998055,0.9999845,0.9999714,0.9999826,0.9999814,0.99998176,0.9999769,0.99997735,0.9999788,2.1638389e-05,0.99998295,0.001196868,0.9999865,0.99997985,0.85546076,0.00012210882,7.5467775e-05,0.99998057,0.99995077,1.1150688e-05,1.5044223e-05,0.9999778,0.00013654731,1.6061738e-05,0.99995923,0.9999777,0.9999567,0.9999752,0.9999815,0.9999838,0.9999801,0.99997663,0.99998283,0.999979,0.99997544,0.07812444,0.9997012,0.99998033,0.9999813,0.9999813,0.99997795,0.9999788,0.9999794,3.341672e-05,0.99997365,1.25619745e-05,0.999943,0.9999813
some walrus that does wait doesn't comfort the vultures around her zebra . quest,doesn't,does,0.99997747,0.99851114,8.5723805e-05,2.4143379e-05,3.454453e-05,1.8277937e-05,0.9999801,0.999982,1.7235068e-05,0.99997973,2.595444e-05,0.9999745,0.9999777,0.99997675,0.9996538,1.407169e-05,0.99997735,0.99470395,0.00012946782,2.2804088e-05,0.9999821,0.00014865803,0.99997866,0.99997866,0.99996305,0.99998426,0.9999778,0.005652589,0.99998057,1.7774202e-05,0.99997985,0.9991516,0.999982,0.99998355,0.99998343,0.9999777,0.9999801,0.99998164,0.99997246,0.99998665,0.01732777,0.99997914,3.270034e-05,0.9999919,0.9999757,0.053685866,0.00014636683,3.2599855e-05,0.99998236,0.9999732,1.50415435e-05,2.3832217e-05,0.9999778,3.8026486e-05,2.0367042e-05,0.9999783,0.9999839,0.9999577,0.99998033,0.9999778,0.99997747,0.99998665,0.9999825,0.99997735,0.9999765,0.99997413,1.6045511e-05,0.0010951747,0.9999851,0.99997306,0.99997914,0.9999839,0.99998367,0.9999808,3.2848002e-05,0.99998033,2.7201726e-05,0.99997735,0.99998534
